arm,stt,stratum,n_gold,n_retrieved@5,recall@5,precision@5,f1@5,ndcg@5,n_retrieved@12,recall@12,precision@12,f1@12,ndcg@12,n_retrieved@20,recall@20,precision@20,f1@20,ndcg@20,n_retrieved@all,recall@all,precision@all,f1@all,ndcg@all,r_precision,mrr,elapsed_s
dense_hyde,100,l41_only,3,5,0.0,0.0,0.0,0.0,10,0.3333333333333333,0.1,0.15384615384615383,0.1480409554829326,10,0.3333333333333333,0.1,0.15384615384615383,0.1480409554829326,10,0.3333333333333333,0.1,0.15384615384615383,0.1480409554829326,0.0,0.125,0.334
dense_hyde,103,mixed_l41_other,5,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.287
dense_hyde,106,l41_only,1,5,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.381
dense_hyde,108,no_l41,4,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.141
dense_hyde,109,mixed_l41_other,2,5,0.5,0.2,0.28571428571428575,0.3065735963827292,10,1.0,0.2,0.33333333333333337,0.5249810332008933,10,1.0,0.2,0.33333333333333337,0.5249810332008933,10,1.0,0.2,0.33333333333333337,0.5249810332008933,0.0,0.3333333333333333,0.126
dense_hyde,110,mixed_l41_other,3,5,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.157
dense_hyde,112,l41_only,1,5,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.157
dense_hyde,115,l41_only,1,5,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.173
dense_hyde,124,no_l41,1,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.063
dense_hyde,127,l41_only,2,5,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.237
dense_hyde,128,no_l41,1,5,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.066
